,Info,Name-PGN-Site,PGN File,NameForJSON,First Name,Last Name,Wiki-FirstName,Wiki Name,Birth Date,Death Date,Year Grandmaster,Country,Wikipedia Page,Name For Wiki Search,Wikipedia Search Link,Wiki Search Results,First Wiki Result,wiki_url,wiki_summary,Wiki Page Title
26,"Pavel Blatny, 1827 games",Pavel Blatny,Blatny.pgn,Blatny,Pavel,Blatny,Pavel,Pavel Blatný ,1968-06-22,,1993-01-01, Czech Republic,,Pavel+Blatny+chess,https://en.wikipedia.org/w/index.php?search=Pavel+Blatny+chess,"['Blatný', 'Pavel Bořkovec', ""Van't Kruijs Opening"", 'Mihail Marin', 'Italian Game', 'Theodor Schaefer', ""Owen's Defence"", 'List of Czech writers', 'Martin Dvořák', 'Igor Ivanov (chess player)']",Blatný,https://en.wikipedia.org/wiki/Blatn%C3%BD,"Blatný may refer to;
Zdeněk Blatný Czech hockey player
Ivan Blatný Czech poet
Lev Blatný Czech poet
František Blatný Czech chess player, international chess referee and chess coach
Pavel Blatný Czech chess player, GM",Blatný
27,"Efim Bogoljubow, 973 games",Efim Bogoljubow,Bogoljubow.pgn,Bogoljubow,Efim,Bogoljubow,Efim,Efim Bogoljubov,1889-04-14,1952-06-18,1951-01-01, Germany,,Efim+Bogoljubow+chess,https://en.wikipedia.org/w/index.php?search=Efim+Bogoljubow+chess,"['Efim Bogoljubov', 'Triberg chess tournament', '1915 in chess', 'World Chess Championship 1929', 'World Chess Championship 1934', 'Aleksandr Sergeyev (chess player)', 'General Government chess tournament', 'Moscow 1925 chess tournament', 'Erich Weinitschke', 'Yakov Vilner']",Efim Bogoljubov,https://en.wikipedia.org/wiki/Efim_Bogoljubov,"Efim Dmitriyevich Bogolyubov (Russian: Ефим Дмитриевич Боголю́бов; also Romanized Bogoljubov, Bogoljubow; April 14, 1889 – June 18, 1952) was a Russian-born German chess grandmaster who won numerous events and played two matches against Alexander Alekhine for the world championship.

",Efim Bogoljubov
28,"Isaac Boleslavsky, 651 games",Isaac Boleslavsky,Boleslavsky.pgn,Boleslavsky,Isaac,Boleslavsky,Isaac,Isaac Boleslavsky,1919-06-09,1977-02-15,1950-01-01, Soviet Union,,Isaac+Boleslavsky+chess,https://en.wikipedia.org/w/index.php?search=Isaac+Boleslavsky+chess,"['Isaac Boleslavsky', 'Boleslavsky', 'World Chess Championship 1951', 'Abram Khavin', 'Pirc Defence, Austrian Attack', 'Iosif Rudakovsky', 'Abram Zamikhovsky', 'Isaac (name)', 'Mary Tarcai', 'Jaroslav Šajtar']",Isaac Boleslavsky,https://en.wikipedia.org/wiki/Isaac_Boleslavsky,"Isaac Yefremovich Boleslavsky (Ukrainian: Ісаак Єфремович Болеславський, Исаак Ефремович Болеславский; June 9, 1919 in Zolotonosha, Ukraine – February 15, 1977 in Minsk) was a Soviet chess Grandmaster. He was also a chess writer.",Isaac Boleslavsky
29,"Viktor Bologan, 2583 games",Viktor Bologan,Bologan.pgn,Bologan,Viktor,Bologan,Viktor,Victor Bologan ,1971-12-14,,1991-01-01, Moldova,,Viktor+Bologan+chess,https://en.wikipedia.org/w/index.php?search=Viktor+Bologan+chess,"['Victor Bologan', 'Ahmed Adly', 'Canadian Open Chess Championship', 'Igor Glek', 'Russian State University of Physical Education, Sport, Youth and Tourism', 'Liviu-Dieter Nisipeanu', 'Igor-Alexandre Nataf', 'Kiril Georgiev', 'Étienne Bacrot', 'Mark Paragua']",Victor Bologan,https://en.wikipedia.org/wiki/Victor_Bologan,"Viktor (Viorel) Bologan (born 14 December 1971) is a Moldovan chess grandmaster and chess author. In 1996, Bologan successfully defended a doctoral thesis on the structure of preparation of high level chess players at the Russian State University of Physical Education, Sport, Youth and Tourism.
Bologan won the first two editions of the Karpov Poikovsky Tournament, in 2000 and 2001. He tied for first in the same tournament in 2005 and 2015. In 2003 he won the Aeroflot Open and Dortmund.
He won the 2005 Canadian Open Chess Championship. Bologan tied for first place in the 2006 Aeroflot Open, finishing second on tiebreak. In May 2010, he tied for first at the Bozna Open.
Bologan played for Moldova in the Chess Olympiads from 1992-1998 and 2002 and 2014.",Victor Bologan
30,"Mikhail Botvinnik, 891 games",Mikhail Botvinnik,Botvinnik.pgn,Botvinnik,Mikhail,Botvinnik,Mikhail,Mikhail Botvinnik,1911-08-17,1995-05-05,1950-01-01, Russia,,Mikhail+Botvinnik+chess,https://en.wikipedia.org/w/index.php?search=Mikhail+Botvinnik+chess,"['Mikhail Botvinnik', 'Botvinnik', 'Botvinnik versus Capablanca, AVRO 1938', 'World Chess Championship 1961', 'World Chess Championship 1958', 'Mikhail Tal', 'World Chess Championship 1960', 'Mikhail Yudovich', 'Moscow 1935 chess tournament', 'John Littlewood (chess player)']",Mikhail Botvinnik,https://en.wikipedia.org/wiki/Mikhail_Botvinnik,"Mikhail Moiseyevich Botvinnik (Russian: Михаи́л Моисе́евич Ботви́нник, pronounced [mʲɪxɐˈil məɪˈsʲejɪvʲɪtɕ bɐˈtvʲinʲnʲɪk]; August 17 [O.S. August 4] 1911 – May 5, 1995) was a Soviet and Russian International Grandmaster and World Chess Champion for most of 1948 to 1963. Working as an electrical engineer and computer scientist at the same time, he was one of the very few professional chess players who achieved distinction in another career while playing top-class competitive chess. He was also a pioneer of computer chess.
Botvinnik was the first world-class player to develop within the Soviet Union, putting him under political pressure but also giving him considerable influence within Soviet chess. From time to time he was accused of using that influence to his own advantage, but the evidence is unclear and some suggest he resisted attempts by Soviet officials to intimidate some of his rivals.
Botvinnik also played a major role in the organization of chess, making a significant contribution to the design of the World Chess Championship system after World War II and becoming a leading member of the coaching system that enabled the Soviet Union to dominate top-class chess during that time. His famous pupils include World Champions Anatoly Karpov, Garry Kasparov and Vladimir Kramnik.",Mikhail Botvinnik
31,"Gyula Breyer, 176 games",Gyula Breyer,Breyer.pgn,Breyer,Gyula,Breyer,,,,,,,,Gyula+Breyer+chess,https://en.wikipedia.org/w/index.php?search=Gyula+Breyer+chess,"['Gyula Breyer', 'Breyer', 'Zsigmond Barász', 'István Abonyi', 'Kornél Havasi', 'Károly Sterk', 'Mannheim 1914 chess tournament', 'Lajos Asztalos', '1918 in chess', '1915 in chess']",Gyula Breyer,https://en.wikipedia.org/wiki/Gyula_Breyer,"Gyula (""Julius"") Breyer (30 April 1893 Budapest – 9 November 1921) was a Hungarian chess player and 1912 Hungarian national champion.",Gyula Breyer
32,"David Bronstein, 1930 games",David Bronstein,Bronstein.pgn,Bronstein,David,Bronstein,David,David Bronstein,1924-02-19,2006-12-05,1950-01-01, Russia,,David+Bronstein+chess,https://en.wikipedia.org/w/index.php?search=David+Bronstein+chess,"['David Bronstein', 'Bronstein', 'World Chess Championship 1951', 'Alvin Bronstein', 'Soviet Chess School', 'Immortal Losing Game', 'Andreas P. Pittler', 'The Trotsky', 'International Judge of Chess Compositions', 'William Winter (chess player)']",David Bronstein,https://en.wikipedia.org/wiki/David_Bronstein,"David Ionovich Bronstein (Russian: Дави́д Ио́нович Бронште́йн; February 19, 1924 – December 5, 2006) was a Soviet chess grandmaster, who narrowly missed becoming World Chess Champion in 1951. Bronstein was one of the world's strongest players from the mid-1940s into the mid-1970s, and was described by his peers as a creative genius and master of tactics. He was also a renowned chess writer, and his book Zurich International Chess Tournament 1953 is widely considered one of the greatest chess books ever written.",David Bronstein
33,"Walter Browne, 1621 games",Walter Browne,Browne.pgn,Browne,Walter,Browne,Walter,Walter Browne,1949-01-10,2015-06-24,1970-01-01, United States,,Walter+Browne+chess,https://en.wikipedia.org/w/index.php?search=Walter+Browne+chess,"['Walter Browne', 'Walter R. Browne', 'Walter Browne (priest)', 'Browne', 'Walter Brown', 'John Browne, Baron Browne of Madingley', 'Francis Browne', 'Browne Medal', 'Jefferson B. Browne', 'Nick Browne (American football)']",Walter Browne,https://en.wikipedia.org/wiki/Walter_Browne,Walter Shawn Browne (10 January 1949 – 24 June 2015) was an Australian-born American chess Grandmaster and poker player. Browne won the U.S. Chess Championship six times.,Walter Browne
34,"Lazaro Bruzon, 690 games",Lazaro Bruzon,Bruzon.pgn,Bruzon,Lazaro,Bruzon,Lázaro,Lázaro Bruzón Batista ,1982-05-02,,1999-01-01, Cuba,,Lazaro+Bruzon+chess,https://en.wikipedia.org/w/index.php?search=Lazaro+Bruzon+chess,"['Lázaro Bruzón', 'Bruzón', 'Kamil Mitoń', 'Evgeny Gleizerov', 'Pavel Smirnov', 'Gastón Needleman', 'Artyom Timofeev (chess player)', 'FIDE World Chess Championship 2002', 'Bartłomiej Heberla', 'Mark Paragua']",Lázaro Bruzón,https://en.wikipedia.org/wiki/L%C3%A1zaro_Bruz%C3%B3n,"Lázaro Bruzón Batista (born 2 May 1982 in Holguín) is a Cuban chess grandmaster. He is a former World Junior Champion, two-time American Continental champion, two-time Iberoamerican champion and five-time Cuban champion.
Bruzón played for Cuba at the Chess Olympiads between 2000 and 2014.",Lázaro Bruzón
35,"Bu Xiangzhi, 1525 games",Bu Xiangzhi,Bu.pgn,Bu,Bu,Xiangzhi,Bu,Bu Xiangzhi ,1985-12-10,,1999-01-01, China,,Bu+Xiangzhi+chess,https://en.wikipedia.org/w/index.php?search=Bu+Xiangzhi+chess,"['Bu Xiangzhi', 'Ni Hua', 'Zhou Weiqi', 'Wu Wenjin', 'Canadian Open Chess Championship', 'Wang Hao (chess player)', 'Huang Qian', 'Xtracon Chess Open', 'Pearl Spring chess tournament', 'Kjetil Aleksander Lie']",Bu Xiangzhi,https://en.wikipedia.org/wiki/Bu_Xiangzhi,"Bu Xiangzhi (Chinese: 卜祥志; pinyin: Bǔ Xiángzhì; born December 10, 1985) is a Chinese chess grandmaster and Chinese champion in 2004. He was a member of the gold medal-winning Chinese team at the 2015 World Team Chess Championship.
In 1999, he became China's 10th Grandmaster at the age of 13 years, 10 months, 13 days, at the time the youngest in history. In April 2008, Bu and Ni Hua became the second and third Chinese players to pass the 2700 Elo rating line, after Wang Yue.",Bu Xiangzhi
36,"Robert Byrne, 1013 games",Robert Byrne,Byrne.pgn,Byrne,Robert,Byrne,Robert,Robert Byrne,1928-04-20,2013-04-12,1964-01-01, United States,,Robert+Byrne+chess,https://en.wikipedia.org/w/index.php?search=Robert+Byrne+chess,"['Robert Byrne', 'Robert Byrne (chess player)', 'Robert Byrne (author)', 'Robert Byrne (North Dakota politician)', 'Robert Byrne (songwriter)', 'Robert Byrne (bishop)', 'Robert Byrne (Australian politician)', 'Byrne', 'Thomas R. Byrne', 'David Byrne']",Robert Byrne,https://en.wikipedia.org/wiki/Robert_Byrne_(chess_player),"Robert Eugene Byrne (April 20, 1928 – April 12, 2013) was an American chess Grandmaster and chess author. He won the U.S. Championship in 1972, and was a World Chess Championship Candidate in 1974. Byrne represented the United States nine times in Chess Olympiads from 1952 to 1976 and won seven medals. He was the chess columnist from 1972 to 2006 for the New York Times, which ran his final column (a recounting of his 1952 victory over David Bronstein) on November 12, 2006. Byrne worked as a university professor for many years, before becoming a chess professional in the early 1970s.",Robert Byrne (chess player)
37,"José Raúl Capablanca, 597 games",José Raúl Capablanca,Capablanca.pgn,Capablanca,José,Raúl Capablanca,,,,,,,,José+Raúl+Capablanca+chess,https://en.wikipedia.org/w/index.php?search=José+Raúl+Capablanca+chess,"['José Raúl Capablanca', 'Capablanca', 'Capablanca chess', 'Capablanca Memorial', 'Botvinnik versus Capablanca, AVRO 1938', 'World Chess Championship 1927', 'World Chess Championship 1921', 'Juan Corzo', 'Moscow 1935 chess tournament', 'New York 1924 chess tournament']",José Raúl Capablanca,https://en.wikipedia.org/wiki/Jos%C3%A9_Ra%C3%BAl_Capablanca,"José Raúl Capablanca y Graupera (19 November 1888 – 8 March 1942) was a Cuban chess player who was world chess champion from 1921 to 1927. A chess prodigy, he is considered by many as one of the greatest players of all time, widely renowned for his exceptional endgame skill and speed of play.
Born in Havana, he beat Cuban champion Juan Corzo in a match two days before his thirteenth birthday on 17 November 1901. His victory over Frank Marshall in a match in 1909 earned him an invitation to the 1911 San Sebastian tournament, which he won ahead of players such as Akiba Rubinstein, Aron Nimzowitsch and Siegbert Tarrasch. During the next several years, Capablanca had a strong series of tournament results. After several unsuccessful attempts to arrange a match with the then world champion Emanuel Lasker, Capablanca finally won the title from Lasker in 1921. Capablanca was undefeated for eight years from 10 February 1916 to 21 March 1924, a period which included the world championship match with Lasker.
Capablanca lost the title in 1927 to Alexander Alekhine, who had never beaten Capablanca before the match. Following unsuccessful attempts to arrange a return match over many years, relations between them became bitter. Capablanca continued his excellent tournament results in this period but withdrew from serious chess in 1931. He made a comeback in 1934, with some good results, but also showed symptoms of high blood pressure. He died in 1942 of ""a cerebral hemorrhage provoked by hypertension.""
Capablanca excelled in simple positions and endgames; Bobby Fischer described him as possessing a ""real light touch."" He could play tactical chess when necessary, and had good defensive technique. He wrote several chess books during his career, of which Chess Fundamentals was regarded by Mikhail Botvinnik as the best chess book ever written. Capablanca preferred not to present detailed analysis but focused on critical moments in a game. His style of chess was influential in the play of future world champions Bobby Fischer and Anatoly Karpov.",José Raúl Capablanca
38,"Magnus Carlsen, 2231 games",Magnus Carlsen,Carlsen.pgn,Carlsen,Magnus,Carlsen,Magnus,Magnus Carlsen ,1990-11-30,,2004-01-01, Norway,,Magnus+Carlsen+chess,https://en.wikipedia.org/w/index.php?search=Magnus+Carlsen+chess,"['Magnus Carlsen', 'Play Magnus', 'Carlsen (disambiguation)', 'Carlsen (name)', '2016 in chess', 'Espen Agdestein', 'Shamkir Chess', 'Bilbao Chess Masters Final', 'Magnus Carlsson (disambiguation)', 'Kate A. Murphy']",Magnus Carlsen,https://en.wikipedia.org/wiki/Magnus_Carlsen,"Sven Magnus Øen Carlsen (Norwegian: [sven ˈmɑŋnʉs øːn ˈkɑːɭsn̩]; born 30 November 1990) is a Norwegian chess grandmaster and the current World Chess Champion. A chess prodigy, Carlsen earned his grandmaster title at the age of 13 years and 148 days.
Native to Tønsberg, Carlsen was introduced to chess at the age of 5 and played in his first tournament at the age of 8. He earned his grandmaster title in 2004 and was competing successfully against the world's strongest grandmasters by 2007. He surpassed an Elo rating of 2800 in 2009 and reached No. 1 in the FIDE rankings in 2010, becoming the youngest person ever to achieve those feats.
Carlsen became World Champion in 2013 by defeating Viswanathan Anand. In the subsequent year, he retained his title against Anand, won both the 2014 World Rapid Championship and World Blitz Championship, thus becoming the first player to simultaneously hold all three titles, and reached a peak rating of 2882, the highest in history. In 2016, he defended his title against Sergey Karjakin.
Known for his attacking style as a teenager, Carlsen has since developed into a more universal player. He uses a variety of openings in order to make it more difficult for opponents to prepare against him, and, according to Jan Timman, his main forte is the middlegame. His positional mastery and endgame prowess have drawn comparisons to those of former World Champions Bobby Fischer, Anatoly Karpov, Vasily Smyslov, and José Raúl Capablanca.",Magnus Carlsen
39,"Fabiano Caruana, 1749 games",Fabiano Caruana,Caruana.pgn,Caruana,Fabiano,Caruana,Fabiano,Fabiano Caruana ,1992-07-30,,2007-01-01, United States,,Fabiano+Caruana+chess,https://en.wikipedia.org/w/index.php?search=Fabiano+Caruana+chess,"['Fabiano Caruana', 'Caruana', 'Shamkir Chess', '2016 US Chess Championship', 'Dortmund Sparkassen Chess Meeting', 'Zurich Chess Challenge', 'Grenke Chess Classic', '2015 in chess', 'FIDE Grand Prix 2014–15', 'Sinquefield Cup']",Fabiano Caruana,https://en.wikipedia.org/wiki/Fabiano_Caruana,"Fabiano Luigi Caruana (born July 30, 1992) is an Italian-American chess grandmaster and former chess prodigy. He played for the US until 2005, when he switched to Italy, and he subsequently switched back to the US in 2015. He was the 2016 US chess champion.
On July 15, 2007, Caruana became a grandmaster (GM) at the age of 14 years, 11 months, 20 days—the youngest grandmaster in the history of both Italy and the United States (his US record was beaten in October 2009 by Ray Robson). In October 2014, he achieved an Elo rating of 2844, becoming the third highest rated player in history.

",Fabiano Caruana
